Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
1000,1.4189385,0.020917587,-24.54461760702543,595.0,-24.544617891311646
2000,1.4189384,-0.09475672,-16.134898727352265,595.0,-16.134899586439133
3000,1.4172318,-0.3643582,-3.979062238620827,447.0,-3.9790621399879456
4000,1.4172319,-0.27573916,-13.818749234284041,595.0,-13.81874942779541
5000,1.4166864,-0.75522876,-33.11510693735909,595.0,-33.11510753631592
6000,1.416605,-0.70140475,-15.84562113462016,419.6666666666667,-15.84562095006307
7000,1.4157674,-0.7401978,-24.419339775675326,595.0,-24.419338703155518
8000,1.4155052,-0.6337099,-11.794714114628732,595.0,-11.794714450836182
9000,1.415602,-0.71737075,-16.44138074479997,531.0,-16.441380992531776
10000,1.4156579,-0.30390832,-14.555925285705598,595.0,-14.555925250053406
11000,1.4152972,-0.8075551,-11.583424881479004,595.0,-1.0013045072555542
12000,1.4149358,-0.87052405,-2.192241112003103,505.0,-12.178892523050308
13000,1.4148442,-0.5888479,-13.30975319672143,595.0,-13.309752970933914
14000,1.4146844,-0.15940994,-18.215516646232572,595.0,-18.215516790747643
15000,1.4140927,-0.5072131,-6.6299696383066475,349.0,-6.629969120025635
16000,1.412461,-0.2559077,-2.2830602504545823,434.0,-2.283060153325399
17000,1.4125738,-0.93844175,-4.348477027961053,546.0,1.6136483550071716
18000,1.4129698,-0.97909826,-23.80977867601905,595.0,-17.060190200805664
19000,1.4128693,-0.43263036,-6.587814521830296,595.0,-6.587814748287201
20000,1.4121252,-1.28076,-0.735418082709657,424.0,-0.7354178428649902
21000,1.4121253,-0.7715247,-2.053401331533678,595.0,-2.053400993347168
22000,1.4115708,-0.056155615,2.9685676190056256,205.5,2.9685676097869873
23000,1.4115709,-0.09450767,3.5180340100002163,285.6666666666667,3.518034199873606
24000,1.4108742,-0.6240588,2.6115360335970763,290.0,2.6115359514951706
25000,1.4107772,-0.76998174,3.7593996305561936,357.0,3.759399806459745
26000,1.4101555,-0.6146411,6.969205623026937,340.3333333333333,6.9692056973775225
27000,1.4099509,-0.3530418,8.679299788890473,165.71428571428572,8.311978816986084
28000,1.409046,0.43319735,12.543853236954115,209.66666666666666,12.12869656085968
29000,1.4087429,0.0066893566,11.681067988169767,389.6666666666667,11.681067953507105
30000,1.4083123,0.7071222,13.236529878008046,166.14285714285714,13.99513574441274
31000,1.4079446,0.29570085,16.424140856581896,280.0,14.489329755306244
32000,1.407556,0.09867907,9.058102385577513,247.5,9.058102369308472
33000,1.4070857,0.9844609,12.524547615631795,165.83333333333334,12.524547482530275
34000,1.4068096,0.16312814,13.258257416280685,222.25,13.258257389068604
35000,1.4061888,0.2585325,9.232609472272452,196.0,9.232609605789184
36000,1.4061329,0.0146820815,10.06920047455545,185.66666666666666,10.069200416405996
37000,1.4059026,1.117598,13.764342440042432,178.83333333333334,13.217396640777588
38000,1.4058232,1.0608972,11.802506016843836,130.25,12.795936822891235
39000,1.4052336,1.3339962,12.995160184706037,118.625,12.698382377624512
40000,1.4052337,1.4496818,12.867284432868473,110.25,12.651568624708387
41000,1.404208,1.5016714,10.455614040368042,89.16666666666667,10.604056878523393
42000,1.4042078,0.6683408,9.001636772358324,249.25,8.983672991394997
43000,1.4038749,1.4260577,10.860260156586513,95.36363636363636,10.611271478913046
44000,1.4038123,1.120856,8.719288128116334,131.28571428571428,9.037051132747106
45000,1.4035121,2.6579921,13.650385598628782,91.9,13.264817367900502
46000,1.4033757,1.3462226,9.423390367056708,102.7,9.42339038848877
47000,1.4033277,2.080415,11.732180464465637,106.4,12.090636836157906
48000,1.4033033,2.8495958,17.282707484239445,143.14285714285714,15.85308871950422
49000,1.4032422,3.4766448,13.379375495901332,89.7,13.846105402166193
50000,1.4031931,2.933946,11.763014850667043,91.0909090909091,11.763014836744828
